area_name,area_type,year,scientific_name,common_name,functional_group,commercial_group,fishing_entity,fishing_sector,catch_type,reporting_status,gear_type,end_use_type,tonnes,landed_value
"Atlantic, Northwest",high_seas,2019,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Russian Federation",Industrial,Landings,Reported,pelagic trawl,Direct human consumption,17.6301363375,12849.483736919135
"Atlantic, Northwest",high_seas,2019,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Russian Federation",Industrial,Landings,Reported,pelagic trawl,Fishmeal and fish oil,0.0088238921,2.1757428216088495
"Atlantic, Northwest",high_seas,2019,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Russian Federation",Industrial,Landings,Reported,pelagic trawl,Other,0.0088238921,2.1757428216088495
"Atlantic, Northwest",high_seas,2019,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Saint Pierre & Miquelon (France)",Industrial,Discards,Unreported,bottom trawl,,172.0476782750
"Atlantic, Northwest",high_seas,2019,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Saint Pierre & Miquelon (France)",Industrial,Landings,Reported,bottom trawl,Direct human consumption,34.1597802700,55960.33252764412
"Atlantic, Northwest",high_seas,2019,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Saint Pierre & Miquelon (France)",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.0170969871,9.475500674392874
"Atlantic, Northwest",high_seas,2019,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Saint Pierre & Miquelon (France)",Industrial,Landings,Reported,bottom trawl,Other,0.0170969871,9.475500674392874
"Atlantic, Northwest",high_seas,2019,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Saint Pierre & Miquelon (France)",Industrial,Landings,Reported,hand lines,Direct human consumption,29.9480375903,49060.682734338916
"Atlantic, Northwest",high_seas,2019,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Saint Pierre & Miquelon (France)",Industrial,Landings,Reported,unknown class,Direct human consumption,63.9999999997,104844.38873555194
"Atlantic, Northwest",high_seas,2019,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Saint Vincent & the Grenadines",Industrial,Discards,Unreported,longline,,0.4607252181
"Atlantic, Northwest",high_seas,2019,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Spain",Industrial,Discards,Unreported,bottom trawl,,91.6432988311
"Atlantic, Northwest",high_seas,2019,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Spain",Industrial,Landings,Reported,bottom trawl,Direct human consumption,14.8234437966,19457.146161914527
"Atlantic, Northwest",high_seas,2019,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Spain",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.0074191410,3.294587312126184
"Atlantic, Northwest",high_seas,2019,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Spain",Industrial,Landings,Reported,bottom trawl,Other,0.0074191410,3.294587312126184
"Atlantic, Northwest",high_seas,2019,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Spain",Industrial,Landings,Reported,pelagic trawl,Direct human consumption,1588.7128046860,2085333.0490697233
"Atlantic, Northwest",high_seas,2019,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Spain",Industrial,Landings,Reported,pelagic trawl,Fishmeal and fish oil,0.7951515539,353.0996656884094
"Atlantic, Northwest",high_seas,2019,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Spain",Industrial,Landings,Reported,pelagic trawl,Other,0.7951515539,353.0996656884094
"Atlantic, Northwest",high_seas,2019,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Spain",Industrial,Landings,Unreported,bottom trawl,Direct human consumption,1.0951887911,1437.536963397459
"Atlantic, Northwest",high_seas,2019,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Spain",Industrial,Landings,Unreported,bottom trawl,Fishmeal and fish oil,0.0005481425,0.24341139244726925
"Atlantic, Northwest",high_seas,2019,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Spain",Industrial,Landings,Unreported,bottom trawl,Other,0.0005481425,0.24341139244726925
"Atlantic, Northwest",high_seas,2019,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Spain",Industrial,Landings,Unreported,pelagic trawl,Direct human consumption,36.1503569798,47450.69966280425
"Atlantic, Northwest",high_seas,2019,"Miscellaneous marine crustaceans","Marine crabs, shrimps, lobsters nei","Shrimps","Crustaceans","Canada",Industrial,Discards,Unreported,dredge,,0.0031598481
"Atlantic, Northwest",high_seas,2019,"Marine finfishes not identified","Finfishes","Medium demersals (30 - 89 cm)","Other fishes & inverts","Portugal",Industrial,Landings,Reported,pelagic trawl,Direct human consumption,0.9990000000,1399.061978559
"Atlantic, Northwest",high_seas,2019,"Marine finfishes not identified","Finfishes","Medium demersals (30 - 89 cm)","Other fishes & inverts","Portugal",Industrial,Landings,Reported,pelagic trawl,Other,0.0010000000,0.4396253675
"Atlantic, Northwest",high_seas,2019,"Marine finfishes not identified","Finfishes","Medium demersals (30 - 89 cm)","Other fishes & inverts","Spain",Industrial,Landings,Unreported,pelagic trawl,Direct human consumption,0.0657292814,92.98116867857999
"Atlantic, Northwest",high_seas,2019,"Marine finfishes not identified","Finfishes","Medium demersals (30 - 89 cm)","Other fishes & inverts","Spain",Industrial,Landings,Unreported,pelagic trawl,Fishmeal and fish oil,0.0000328975,0.014608673912065832
"Atlantic, Northwest",high_seas,2019,"Marine finfishes not identified","Finfishes","Medium demersals (30 - 89 cm)","Other fishes & inverts","Spain",Industrial,Landings,Unreported,pelagic trawl,Other,0.0000328975,0.014608673912065832
"Atlantic, Northwest",high_seas,2019,"Marine pelagic fishes not identified","Pelagic fishes","Medium pelagics (30 - 89 cm)","Other fishes & inverts","Taiwan",Industrial,Landings,Reported,longline,Direct human consumption,0.0005408793,0.563705934869187
"Atlantic, Northwest",high_seas,2019,"Marine pelagic fishes not identified","Pelagic fishes","Medium pelagics (30 - 89 cm)","Other fishes & inverts","Jamaica",Industrial,Landings,Reported,hand lines,Direct human consumption,0.0200431594,42.19297086905543
"Atlantic, Northwest",high_seas,2019,"Marine pelagic fishes not identified","Pelagic fishes","Medium pelagics (30 - 89 cm)","Other fishes & inverts","Portugal",Industrial,Landings,Reported,longline,Direct human consumption,0.1854512619,439.9199084541997
"Atlantic, Northwest",high_seas,2019,"Marine pelagic fishes not identified","Pelagic fishes","Medium pelagics (30 - 89 cm)","Other fishes & inverts","Saint Lucia",Industrial,Landings,Reported,longline,Direct human consumption,1.9732944490,5886.130311169154
"Atlantic, Northwest",high_seas,2019,"Marine pelagic fishes not identified","Pelagic fishes","Medium pelagics (30 - 89 cm)","Other fishes & inverts","Saint Vincent & the Grenadines",Industrial,Landings,Reported,longline,Direct human consumption,0.8115676136,1878.3135363407828
"Atlantic, Northwest",high_seas,2019,"Marine pelagic fishes not identified","Pelagic fishes","Medium pelagics (30 - 89 cm)","Other fishes & inverts","Spain",Industrial,Landings,Reported,longline,Direct human consumption,29.2533051982,72426.67462468283
"Atlantic, Northwest",high_seas,2019,"Mollusca","Clams, seasnails, squids, octopuses","Other demersal invertebrates","Molluscs","Saint Pierre & Miquelon (France)",Industrial,Landings,Reported,bottom trawl,Direct human consumption,3.3995820896,10964.676329119695
"Atlantic, Northwest",high_seas,2019,"Mollusca","Clams, seasnails, squids, octopuses","Other demersal invertebrates","Molluscs","Saint Pierre & Miquelon (France)",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.0017014925,2.6557235344974224
"Atlantic, Northwest",high_seas,2019,"Mollusca","Clams, seasnails, squids, octopuses","Other demersal invertebrates","Molluscs","Saint Pierre & Miquelon (France)",Industrial,Landings,Reported,bottom trawl,Other,0.0017014925,2.6557235344974224
"Atlantic, Northwest",high_seas,2019,"Elasmobranchii","Sharks, rays, skates","Large sharks (>=90 cm)","Sharks & rays","Canada",Industrial,Discards,Unreported,longline,,0.0123488424
"Atlantic, Northwest",high_seas,2019,"Elasmobranchii","Sharks, rays, skates","Large sharks (>=90 cm)","Sharks & rays","Canada",Industrial,Discards,Unreported,gillnet,,0.6637324633
"Atlantic, Northwest",high_seas,2019,"Elasmobranchii","Sharks, rays, skates","Large sharks (>=90 cm)","Sharks & rays","Japan",Industrial,Landings,Reported,pelagic trawl,Direct human consumption,26.9730000000,50469.319588572
"Atlantic, Northwest",high_seas,2019,"Elasmobranchii","Sharks, rays, skates","Large sharks (>=90 cm)","Sharks & rays","Japan",Industrial,Landings,Reported,pelagic trawl,Fishmeal and fish oil,0.0135000000,9.70836219135
"Atlantic, Northwest",high_seas,2019,"Elasmobranchii","Sharks, rays, skates","Large sharks (>=90 cm)","Sharks & rays","Japan",Industrial,Landings,Reported,pelagic trawl,Other,0.0135000000,9.70836219135
"Atlantic, Northwest",high_seas,2019,"Elasmobranchii","Sharks, rays, skates","Large sharks (>=90 cm)","Sharks & rays","Saint Lucia",Industrial,Landings,Reported,longline,Direct human consumption,0.0112393824,16.8336287865579
"Atlantic, Northwest",high_seas,2019,"Elasmobranchii","Sharks, rays, skates","Large sharks (>=90 cm)","Sharks & rays","Saint Vincent & the Grenadines",Industrial,Landings,Reported,longline,Direct human consumption,0.1747014123,216.99152274651138
"Atlantic, Northwest",high_seas,2019,"Gadiformes","Cods","Medium benthopelagics (30 - 89 cm)","Cod-likes","Faeroe Isl. (Denmark)",Industrial,Discards,Unreported,bottom trawl,,0.0146324082
"Atlantic, Northwest",high_seas,2019,"Gadiformes","Cods","Medium benthopelagics (30 - 89 cm)","Cod-likes","Norway",Industrial,Discards,Unreported,bottom trawl,,0.0030016828
"Atlantic, Northwest",high_seas,2019,"Scorpaeniformes","Scorpionfishes, flatheads","Medium demersals (30 - 89 cm)","Scorpionfishes","Saint Pierre & Miquelon (France)",Industrial,Landings,Reported,bottom trawl,Direct human consumption,1.3832307692,3168.23096313543
"Atlantic, Northwest",high_seas,2019,"Scorpaeniformes","Scorpionfishes, flatheads","Medium demersals (30 - 89 cm)","Scorpionfishes","Saint Pierre & Miquelon (France)",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.0006923077,0.3836911122646898
"Atlantic, Northwest",high_seas,2019,"Scorpaeniformes","Scorpionfishes, flatheads","Medium demersals (30 - 89 cm)","Scorpionfishes","Saint Pierre & Miquelon (France)",Industrial,Landings,Reported,bottom trawl,Other,0.0006923077,0.3836911122646898
"Atlantic, Northwest",high_seas,2019,"Teuthida","Squids","Cephalopods","Other fishes & inverts","Canada",Industrial,Discards,Unreported,bottom trawl,,21.8473096254
"Atlantic, Northwest",high_seas,2019,"Squalidae","Dogfish sharks","Large sharks (>=90 cm)","Sharks & rays","Spain",Industrial,Landings,Unreported,pelagic trawl,Direct human consumption,0.0034041615,4.091890916673359
"Atlantic, Northwest",high_seas,2019,"Squalidae","Dogfish sharks","Large sharks (>=90 cm)","Sharks & rays","Spain",Industrial,Landings,Unreported,pelagic trawl,Fishmeal and fish oil,0.0000017038,0.0008946518861763643
"Atlantic, Northwest",high_seas,2019,"Squalidae","Dogfish sharks","Large sharks (>=90 cm)","Sharks & rays","Spain",Industrial,Landings,Unreported,pelagic trawl,Other,0.0000017038,0.0008946518861763643
"Atlantic, Northwest",high_seas,2019,"Rajidae","Stingrays","Large rays (>=90 cm)","Sharks & rays","Saint Pierre & Miquelon (France)",Industrial,Discards,Unreported,bottom trawl,,12.9331217250
"Atlantic, Northwest",high_seas,2019,"Lophiidae","Goosefishes","Medium bathydemersals (30 - 89 cm)","Other fishes & inverts","Portugal",Industrial,Discards,Unreported,bottom trawl,,1.0648832234
"Atlantic, Northwest",high_seas,2019,"Scombridae","Mackerels, tunas, bonitos","Medium pelagics (30 - 89 cm)","Perch-likes","Saint Lucia",Industrial,Landings,Reported,longline,Direct human consumption,0.0171864964,15.587044576844985
"Atlantic, Northwest",high_seas,2019,"Scombridae","Mackerels, tunas, bonitos","Medium pelagics (30 - 89 cm)","Perch-likes","Spain",Industrial,Landings,Reported,longline,Direct human consumption,0.3146266258,260.2927108251284
"Atlantic, Northwest",high_seas,2019,"Scombridae","Mackerels, tunas, bonitos","Medium pelagics (30 - 89 cm)","Perch-likes","Spain",Industrial,Landings,Reported,longline,Fishmeal and fish oil,0.0001574708,0.04576944696859478
"Atlantic, Northwest",high_seas,2019,"Scombridae","Mackerels, tunas, bonitos","Medium pelagics (30 - 89 cm)","Perch-likes","Spain",Industrial,Landings,Reported,longline,Other,0.0001574708,0.04576944696859478
"Atlantic, Northwest",high_seas,2019,"Istiophoridae","Billfishes","Large pelagics (>=90 cm)","Tuna & billfishes","Jamaica",Industrial,Landings,Reported,hand lines,Direct human consumption,0.0077619217,18.398043193126632
"Atlantic, Northwest",high_seas,2019,"Istiophoridae","Billfishes","Large pelagics (>=90 cm)","Tuna & billfishes","Spain",Industrial,Landings,Reported,longline,Direct human consumption,0.9119165239,2532.591303068061
"Atlantic, Northwest",high_seas,2019,"Squalus","Dogfishes","Large sharks (>=90 cm)","Sharks & rays","Canada",Industrial,Discards,Unreported,bottom trawl,,0.0009479544
"Atlantic, Northwest",high_seas,2019,"Squalus","Dogfishes","Large sharks (>=90 cm)","Sharks & rays","Canada",Industrial,Discards,Unreported,longline,,0.0017398916
"Atlantic, Northwest",high_seas,2019,"Sphyrna","Hammerhead sharks","Large sharks (>=90 cm)","Sharks & rays","Saint Lucia",Industrial,Landings,Reported,longline,Direct human consumption,0.0014457644,2.6009763957034098
"Atlantic, Northwest",high_seas,2019,"Sebastes","Redfishes","Large reef assoc. fish (>=90 cm)","Scorpionfishes","Canada",Industrial,Discards,Unreported,shrimp trawl,,0.1709804538
"Atlantic, Northwest",high_seas,2019,"Sebastes","Redfishes","Large reef assoc. fish (>=90 cm)","Scorpionfishes","Estonia",Industrial,Discards,Unreported,bottom trawl,,516.2449024375
"Atlantic, Northwest",high_seas,2019,"Sebastes","Redfishes","Large reef assoc. fish (>=90 cm)","Scorpionfishes","Estonia",Industrial,Landings,Reported,bottom trawl,Direct human consumption,1310.0038479665,1035815.277186098
"Atlantic, Northwest",high_seas,2019,"Sebastes","Redfishes","Large reef assoc. fish (>=90 cm)","Scorpionfishes","Estonia",Industrial,Landings,Reported,bottom trawl,Other,1.3113151631,1207.4639261981824
"Atlantic, Northwest",high_seas,2019,"Sebastes","Redfishes","Large reef assoc. fish (>=90 cm)","Scorpionfishes","Faeroe Isl. (Denmark)",Industrial,Discards,Unreported,bottom trawl,,7.7342301154
"Atlantic, Northwest",high_seas,2019,"Sebastes","Redfishes","Large reef assoc. fish (>=90 cm)","Scorpionfishes","Faeroe Isl. (Denmark)",Industrial,Landings,Reported,bottom trawl,Direct human consumption,0.5594400000,710.9944699838401
"Atlantic, Northwest",high_seas,2019,"Sebastes","Redfishes","Large reef assoc. fish (>=90 cm)","Scorpionfishes","Faeroe Isl. (Denmark)",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.0002800000,0.4144079514399999
"Atlantic, Northwest",high_seas,2019,"Sebastes","Redfishes","Large reef assoc. fish (>=90 cm)","Scorpionfishes","Faeroe Isl. (Denmark)",Industrial,Landings,Reported,bottom trawl,Other,0.0002800000,0.4144079514399999
"Atlantic, Northwest",high_seas,2019,"Sebastes","Redfishes","Large reef assoc. fish (>=90 cm)","Scorpionfishes","Japan",Industrial,Discards,Unreported,bottom trawl,,367.2248375448
