area_name,area_type,year,scientific_name,common_name,functional_group,commercial_group,fishing_entity,fishing_sector,catch_type,reporting_status,gear_type,end_use_type,tonnes,landed_value
"Atlantic, Northwest",high_seas,1981,"Hippoglossoides platessoides","American plaice","Small to medium flatfishes (<90 cm)","Flatfishes","Russian Federation",Industrial,Discards,Unreported,bottom trawl,,33.0937688350
"Atlantic, Northwest",high_seas,1981,"Hippoglossoides platessoides","American plaice","Small to medium flatfishes (<90 cm)","Flatfishes","Russian Federation",Industrial,Landings,Reported,bottom trawl,Direct human consumption,162.0224045422,73353.58597193069
"Atlantic, Northwest",high_seas,1981,"Hippoglossoides platessoides","American plaice","Small to medium flatfishes (<90 cm)","Flatfishes","Russian Federation",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.0810922946,1.1623879561502686
"Atlantic, Northwest",high_seas,1981,"Hippoglossoides platessoides","American plaice","Small to medium flatfishes (<90 cm)","Flatfishes","Russian Federation",Industrial,Landings,Reported,bottom trawl,Other,0.0810922946,1.1623879561502686
"Atlantic, Northwest",high_seas,1981,"Hippoglossoides platessoides","American plaice","Small to medium flatfishes (<90 cm)","Flatfishes","Saint Pierre & Miquelon (France)",Industrial,Discards,Unreported,bottom trawl,,911.9999999940
"Atlantic, Northwest",high_seas,1981,"Hippoglossoides platessoides","American plaice","Small to medium flatfishes (<90 cm)","Flatfishes","Saint Pierre & Miquelon (France)",Industrial,Landings,Reported,bottom trawl,Direct human consumption,209.7899999870,161541.6776089998
"Atlantic, Northwest",high_seas,1981,"Hippoglossoides platessoides","American plaice","Small to medium flatfishes (<90 cm)","Flatfishes","Saint Pierre & Miquelon (France)",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.1050000000,3.8657190104106935
"Atlantic, Northwest",high_seas,1981,"Hippoglossoides platessoides","American plaice","Small to medium flatfishes (<90 cm)","Flatfishes","Saint Pierre & Miquelon (France)",Industrial,Landings,Reported,bottom trawl,Other,0.1050000000,3.8657190104106935
"Atlantic, Northwest",high_seas,1981,"Hippoglossoides platessoides","American plaice","Small to medium flatfishes (<90 cm)","Flatfishes","Spain",Industrial,Discards,Unreported,bottom trawl,,136.7114440206
"Atlantic, Northwest",high_seas,1981,"Hippoglossoides platessoides","American plaice","Small to medium flatfishes (<90 cm)","Flatfishes","Spain",Industrial,Landings,Reported,bottom trawl,Direct human consumption,428.8599184516,234197.91407886936
"Atlantic, Northwest",high_seas,1981,"Hippoglossoides platessoides","American plaice","Small to medium flatfishes (<90 cm)","Flatfishes","Spain",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.2146446038,5.439628406285368
"Atlantic, Northwest",high_seas,1981,"Hippoglossoides platessoides","American plaice","Small to medium flatfishes (<90 cm)","Flatfishes","Spain",Industrial,Landings,Reported,bottom trawl,Other,0.2146446038,5.439628406285368
"Atlantic, Northwest",high_seas,1981,"Illex illecebrosus","Northern shortfin squid","Cephalopods","Other fishes & inverts","Cuba",Industrial,Landings,Reported,bottom trawl,Direct human consumption,889.1365383557,390083.31581223384
"Atlantic, Northwest",high_seas,1981,"Illex illecebrosus","Northern shortfin squid","Cephalopods","Other fishes & inverts","Cuba",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.4450132825,2.0963917339554556
"Atlantic, Northwest",high_seas,1981,"Illex illecebrosus","Northern shortfin squid","Cephalopods","Other fishes & inverts","Cuba",Industrial,Landings,Reported,bottom trawl,Other,0.4450132825,2.0963917339554556
"Atlantic, Northwest",high_seas,1981,"Illex illecebrosus","Northern shortfin squid","Cephalopods","Other fishes & inverts","Estonia",Industrial,Landings,Reported,bottom trawl,Direct human consumption,183.1643483774,109321.14678532789
"Atlantic, Northwest",high_seas,1981,"Illex illecebrosus","Northern shortfin squid","Cephalopods","Other fishes & inverts","Estonia",Industrial,Landings,Reported,bottom trawl,Other,0.1833476961,0.8248371810797858
"Atlantic, Northwest",high_seas,1981,"Illex illecebrosus","Northern shortfin squid","Cephalopods","Other fishes & inverts","Japan",Industrial,Landings,Reported,bottom trawl,Direct human consumption,2155.7619408948,1689091.003401471
"Atlantic, Northwest",high_seas,1981,"Illex illecebrosus","Northern shortfin squid","Cephalopods","Other fishes & inverts","Japan",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,1.0789599304,9.932680652233927
"Atlantic, Northwest",high_seas,1981,"Illex illecebrosus","Northern shortfin squid","Cephalopods","Other fishes & inverts","Japan",Industrial,Landings,Reported,bottom trawl,Other,1.0789599304,9.932680652233927
"Atlantic, Northwest",high_seas,1981,"Illex illecebrosus","Northern shortfin squid","Cephalopods","Other fishes & inverts","Latvia",Industrial,Landings,Reported,bottom trawl,Direct human consumption,272.3982616895,23391.639582167507
"Atlantic, Northwest",high_seas,1981,"Illex illecebrosus","Northern shortfin squid","Cephalopods","Other fishes & inverts","Latvia",Industrial,Landings,Reported,bottom trawl,Other,0.2726709326,0.8821848043585109
"Atlantic, Northwest",high_seas,1981,"Illex illecebrosus","Northern shortfin squid","Cephalopods","Other fishes & inverts","Lithuania",Industrial,Landings,Reported,bottom trawl,Direct human consumption,300.5773922091,24168.908108646337
"Atlantic, Northwest",high_seas,1981,"Illex illecebrosus","Northern shortfin squid","Cephalopods","Other fishes & inverts","Lithuania",Industrial,Landings,Reported,bottom trawl,Other,0.3008782705,0.8383938445026928
"Atlantic, Northwest",high_seas,1981,"Illex illecebrosus","Northern shortfin squid","Cephalopods","Other fishes & inverts","Poland",Industrial,Landings,Reported,bottom trawl,Direct human consumption,285.8442034582,97637.49105600479
"Atlantic, Northwest",high_seas,1981,"Illex illecebrosus","Northern shortfin squid","Cephalopods","Other fishes & inverts","Poland",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.1430651669,0.6904927247307269
"Atlantic, Northwest",high_seas,1981,"Illex illecebrosus","Northern shortfin squid","Cephalopods","Other fishes & inverts","Poland",Industrial,Landings,Reported,bottom trawl,Other,0.1430651669,0.6904927247307269
"Atlantic, Northwest",high_seas,1981,"Illex illecebrosus","Northern shortfin squid","Cephalopods","Other fishes & inverts","Portugal",Industrial,Landings,Reported,bottom trawl,Direct human consumption,303.8239380987,125214.32157834023
"Atlantic, Northwest",high_seas,1981,"Illex illecebrosus","Northern shortfin squid","Cephalopods","Other fishes & inverts","Portugal",Industrial,Landings,Reported,bottom trawl,Other,0.3041280662,1.7042348180525715
"Atlantic, Northwest",high_seas,1981,"Illex illecebrosus","Northern shortfin squid","Cephalopods","Other fishes & inverts","Russian Federation",Industrial,Landings,Reported,bottom trawl,Direct human consumption,1592.1208743577,758212.539753595
"Atlantic, Northwest",high_seas,1981,"Illex illecebrosus","Northern shortfin squid","Cephalopods","Other fishes & inverts","Russian Federation",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.7968572945,2.7800309216727777
"Atlantic, Northwest",high_seas,1981,"Illex illecebrosus","Northern shortfin squid","Cephalopods","Other fishes & inverts","Russian Federation",Industrial,Landings,Reported,bottom trawl,Other,0.7968572945,2.780030921672774
"Atlantic, Northwest",high_seas,1981,"Illex illecebrosus","Northern shortfin squid","Cephalopods","Other fishes & inverts","Spain",Industrial,Landings,Reported,bottom trawl,Direct human consumption,1.5438213458,886.8155974713297
"Atlantic, Northwest",high_seas,1981,"Illex illecebrosus","Northern shortfin squid","Cephalopods","Other fishes & inverts","Spain",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.0007726834,0.004765937884121717
"Atlantic, Northwest",high_seas,1981,"Illex illecebrosus","Northern shortfin squid","Cephalopods","Other fishes & inverts","Spain",Industrial,Landings,Reported,bottom trawl,Other,0.0007726834,0.004765937884121717
"Atlantic, Northwest",high_seas,1982,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Canada",Industrial,Discards,Unreported,bottom trawl,,265.3304013650
"Atlantic, Northwest",high_seas,1982,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Canada",Industrial,Landings,Reported,bottom trawl,Direct human consumption,0.3030238147,250.05037317919235
"Atlantic, Northwest",high_seas,1982,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Canada",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.0001516636,0.0013173246639634306
"Atlantic, Northwest",high_seas,1982,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Canada",Industrial,Landings,Reported,bottom trawl,Other,0.0001516636,0.0013173246639634306
"Atlantic, Northwest",high_seas,1982,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Chile",Industrial,Landings,Unreported,bottom trawl,Direct human consumption,30.7387110395,25924.63236132502
"Atlantic, Northwest",high_seas,1982,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Chile",Industrial,Landings,Unreported,bottom trawl,Fishmeal and fish oil,0.0153847403,0.09681454881224816
"Atlantic, Northwest",high_seas,1982,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Chile",Industrial,Landings,Unreported,bottom trawl,Other,0.0153847403,0.09681454881224816
"Atlantic, Northwest",high_seas,1982,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Taiwan",Industrial,Discards,Unreported,longline,,496.9483013310
"Atlantic, Northwest",high_seas,1982,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Cuba",Industrial,Discards,Unreported,bottom trawl,,100.3204822940
"Atlantic, Northwest",high_seas,1982,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Cuba",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,13562.6523426610,57780.25298297225
"Atlantic, Northwest",high_seas,1982,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Estonia",Industrial,Discards,Unreported,bottom trawl,,801.3679379733
"Atlantic, Northwest",high_seas,1982,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Estonia",Industrial,Landings,Reported,bottom trawl,Direct human consumption,519.3592014924,574958.6814489309
"Atlantic, Northwest",high_seas,1982,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Estonia",Industrial,Landings,Reported,bottom trawl,Other,0.5198790806,2.4267575610699454
"Atlantic, Northwest",high_seas,1982,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Faeroe Isl. (Denmark)",Industrial,Discards,Unreported,bottom trawl,,1103.3883931326
"Atlantic, Northwest",high_seas,1982,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Faeroe Isl. (Denmark)",Industrial,Discards,Unreported,shrimp trawl,,85.6302356598
"Atlantic, Northwest",high_seas,1982,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Germany",Industrial,Discards,Unreported,bottom trawl,,1522.9366264528
"Atlantic, Northwest",high_seas,1982,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Germany",Industrial,Landings,Reported,bottom trawl,Direct human consumption,599.2656655903,750064.8776794783
"Atlantic, Northwest",high_seas,1982,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Germany",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.2999327656,2.6758979499389572
"Atlantic, Northwest",high_seas,1982,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Germany",Industrial,Landings,Reported,bottom trawl,Other,0.2999327656,2.6758979499389572
"Atlantic, Northwest",high_seas,1982,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Germany",Industrial,Landings,Reported,pelagic trawl,Direct human consumption,0.0203271581,25.442284107728526
"Atlantic, Northwest",high_seas,1982,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Germany",Industrial,Landings,Reported,pelagic trawl,Fishmeal and fish oil,0.0000101738,9.076675619882623e-05
"Atlantic, Northwest",high_seas,1982,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Germany",Industrial,Landings,Reported,pelagic trawl,Other,0.0000101738,9.076675619882623e-05
"Atlantic, Northwest",high_seas,1982,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Japan",Industrial,Discards,Unreported,bottom trawl,,6.8585716893
"Atlantic, Northwest",high_seas,1982,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Japan",Industrial,Landings,Reported,bottom trawl,Direct human consumption,503.9770900242,627233.7589772696
"Atlantic, Northwest",high_seas,1982,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Japan",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.2522407858,2.128456200216178
"Atlantic, Northwest",high_seas,1982,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Japan",Industrial,Landings,Reported,bottom trawl,Other,0.2522407858,2.128456200216178
"Atlantic, Northwest",high_seas,1982,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Korea (South)",Industrial,Discards,Unreported,bottom trawl,,64.7262055850
"Atlantic, Northwest",high_seas,1982,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Korea (South)",Industrial,Discards,Unreported,longline,,0.3486997442
"Atlantic, Northwest",high_seas,1982,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Korea (South)",Industrial,Landings,Reported,unknown class,Direct human consumption,109.8900000000,91152.205551
"Atlantic, Northwest",high_seas,1982,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Korea (South)",Industrial,Landings,Reported,unknown class,Fishmeal and fish oil,0.0550000000,0.32736714626
"Atlantic, Northwest",high_seas,1982,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Korea (South)",Industrial,Landings,Reported,unknown class,Other,0.0550000000,0.32736714626
"Atlantic, Northwest",high_seas,1982,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Lebanon",Industrial,Discards,Unreported,unknown by source,,6.2987155920
"Atlantic, Northwest",high_seas,1982,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Latvia",Industrial,Discards,Unreported,bottom trawl,,26.4070273910
"Atlantic, Northwest",high_seas,1982,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Latvia",Industrial,Landings,Reported,bottom trawl,Direct human consumption,772.3803509461,123024.89677476406
"Atlantic, Northwest",high_seas,1982,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Latvia",Industrial,Landings,Reported,bottom trawl,Other,0.7731535045,2.595480287676339
"Atlantic, Northwest",high_seas,1982,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Lithuania",Industrial,Discards,Unreported,bottom trawl,,258.8129544085
"Atlantic, Northwest",high_seas,1982,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Lithuania",Industrial,Landings,Reported,bottom trawl,Direct human consumption,852.2817665398,127112.79701698174
"Atlantic, Northwest",high_seas,1982,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Lithuania",Industrial,Landings,Reported,bottom trawl,Other,0.8531349014,2.46664268786974
"Atlantic, Northwest",high_seas,1982,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Mexico",Industrial,Landings,Unreported,bottom trawl,Direct human consumption,54.6465974013,40101.438258170005
"Atlantic, Northwest",high_seas,1982,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Mexico",Industrial,Landings,Unreported,bottom trawl,Fishmeal and fish oil,0.0273506494,0.1096442548828514
"Atlantic, Northwest",high_seas,1982,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Mexico",Industrial,Landings,Unreported,bottom trawl,Other,0.0273506494,0.1096442548828514
"Atlantic, Northwest",high_seas,1982,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Norway",Industrial,Discards,Unreported,bottom trawl,,524.9351655790
"Atlantic, Northwest",high_seas,1982,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Norway",Industrial,Landings,Reported,bottom trawl,Direct human consumption,0.3907211831,621.9152051308038
"Atlantic, Northwest",high_seas,1982,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Norway",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.0002453087,0.002569572707512854
"Atlantic, Northwest",high_seas,1982,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Norway",Industrial,Landings,Reported,bottom trawl,Other,0.0003378522,0.0035389521066623037
"Atlantic, Northwest",high_seas,1982,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Panama",Industrial,Landings,Unreported,bottom trawl,Direct human consumption,14.5880978958,13465.278259297256
"Atlantic, Northwest",high_seas,1982,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Panama",Industrial,Landings,Unreported,bottom trawl,Fishmeal and fish oil,39.7048556094,260.32061848427713
"Atlantic, Northwest",high_seas,1982,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Panama",Industrial,Landings,Unreported,bottom trawl,Other,0.4083482581,2.677291466386946
"Atlantic, Northwest",high_seas,1982,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Poland",Industrial,Discards,Unreported,bottom trawl,,299.2621234678
"Atlantic, Northwest",high_seas,1982,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Poland",Industrial,Landings,Reported,bottom trawl,Direct human consumption,1.4865818493,1141.3197956736064
"Atlantic, Northwest",high_seas,1982,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Poland",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.0007440350,0.004288925435030539
"Atlantic, Northwest",high_seas,1982,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Poland",Industrial,Landings,Reported,bottom trawl,Other,0.0007440350,0.004288925435030539
"Atlantic, Northwest",high_seas,1982,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Portugal",Industrial,Discards,Unreported,bottom trawl,,97.2976284192
"Atlantic, Northwest",high_seas,1982,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Portugal",Industrial,Landings,Reported,bottom trawl,Direct human consumption,751.8490464910,503728.5608170191
"Atlantic, Northwest",high_seas,1982,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Portugal",Industrial,Landings,Reported,bottom trawl,Other,0.7526016481,3.87608131291923
"Atlantic, Northwest",high_seas,1982,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Russian Federation",Industrial,Discards,Unreported,bottom trawl,,7.2715919376
"Atlantic, Northwest",high_seas,1982,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Russian Federation",Industrial,Landings,Reported,bottom trawl,Direct human consumption,4514.4299822555,3987707.961189799
"Atlantic, Northwest",high_seas,1982,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Russian Federation",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,2.2594744656,8.179142762073758
"Atlantic, Northwest",high_seas,1982,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Russian Federation",Industrial,Landings,Reported,bottom trawl,Other,2.2594744656,8.179142762073758
"Atlantic, Northwest",high_seas,1982,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Saint Pierre & Miquelon (France)",Industrial,Discards,Unreported,bottom trawl,,244.2696831990
"Atlantic, Northwest",high_seas,1982,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Spain",Industrial,Discards,Unreported,bottom trawl,,15.2387686890
"Atlantic, Northwest",high_seas,1982,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Spain",Industrial,Landings,Reported,bottom trawl,Direct human consumption,125.8188870771,120874.97231022341
"Atlantic, Northwest",high_seas,1982,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Spain",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.0629724160,0.36339361860516955
"Atlantic, Northwest",high_seas,1982,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Spain",Industrial,Landings,Reported,bottom trawl,Other,0.0629724160,0.36339361860516955
"Atlantic, Northwest",high_seas,1982,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","United Kingdom",Industrial,Discards,Unreported,bottom trawl,,58.2205894693
"Atlantic, Northwest",high_seas,1982,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","USA",Industrial,Discards,Unreported,purse seine,,0.7114562390
"Atlantic, Northwest",high_seas,1982,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","USA",Industrial,Discards,Unreported,gillnet,,0.0998536097
"Atlantic, Northwest",high_seas,1982,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","USA",Industrial,Discards,Unreported,unknown by source,,1.5085365247
"Atlantic, Northwest",high_seas,1982,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Venezuela",Industrial,Landings,Unreported,bottom trawl,Direct human consumption,54.6465974013,80140.71054713629
"Atlantic, Northwest",high_seas,1982,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Venezuela",Industrial,Landings,Unreported,bottom trawl,Fishmeal and fish oil,0.0273506494,0.23516830580402712
"Atlantic, Northwest",high_seas,1982,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Venezuela",Industrial,Landings,Unreported,bottom trawl,Other,0.0273506494,0.23516830580402712
"Atlantic, Northwest",high_seas,1982,"Marine pelagic fishes not identified","Pelagic fishes","Medium pelagics (30 - 89 cm)","Other fishes & inverts","Canada",Industrial,Landings,Reported,longline,Direct human consumption,0.0064454497,0.28625981345262647
"Atlantic, Northwest",high_seas,1982,"Marine pelagic fishes not identified","Pelagic fishes","Medium pelagics (30 - 89 cm)","Other fishes & inverts","Taiwan",Industrial,Landings,Reported,longline,Direct human consumption,3.2988018152,5121.9044311333955
"Atlantic, Northwest",high_seas,1982,"Chondrichthyes","Sharks, rays, chimaeras","Large sharks (>=90 cm)","Sharks & rays","Japan",Industrial,Landings,Reported,bottom trawl,Direct human consumption,43.5904110378,75673.38946571261
"Atlantic, Northwest",high_seas,1982,"Chondrichthyes","Sharks, rays, chimaeras","Large sharks (>=90 cm)","Sharks & rays","Japan",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.0218170225,0.18409622675287649
"Atlantic, Northwest",high_seas,1982,"Chondrichthyes","Sharks, rays, chimaeras","Large sharks (>=90 cm)","Sharks & rays","Japan",Industrial,Landings,Reported,bottom trawl,Other,0.0218170225,0.18409622675287649
"Atlantic, Northwest",high_seas,1982,"Gadiformes","Cods","Medium benthopelagics (30 - 89 cm)","Cod-likes","Japan",Industrial,Landings,Reported,bottom trawl,Direct human consumption,5.9252340938,4210.676360119893
"Atlantic, Northwest",high_seas,1982,"Gadiformes","Cods","Medium benthopelagics (30 - 89 cm)","Cod-likes","Japan",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.0029655826,0.025024155847982645
"Atlantic, Northwest",high_seas,1982,"Gadiformes","Cods","Medium benthopelagics (30 - 89 cm)","Cod-likes","Japan",Industrial,Landings,Reported,bottom trawl,Other,0.0029655826,0.025024155847982645
"Atlantic, Northwest",high_seas,1982,"Pleuronectiformes","Flatfishes","Small to medium flatfishes (<90 cm)","Flatfishes","Canada",Industrial,Landings,Reported,bottom trawl,Direct human consumption,0.0156414808,10.108932614894846
"Atlantic, Northwest",high_seas,1982,"Pleuronectiformes","Flatfishes","Small to medium flatfishes (<90 cm)","Flatfishes","Canada",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.0000078286,6.799765371026969e-05
"Atlantic, Northwest",high_seas,1982,"Pleuronectiformes","Flatfishes","Small to medium flatfishes (<90 cm)","Flatfishes","Canada",Industrial,Landings,Reported,bottom trawl,Other,0.0000078286,6.799765371026969e-05
"Atlantic, Northwest",high_seas,1982,"Pleuronectiformes","Flatfishes","Small to medium flatfishes (<90 cm)","Flatfishes","Chile",Industrial,Landings,Unreported,bottom trawl,Direct human consumption,217.4479188556,226074.29524447894
"Atlantic, Northwest",high_seas,1982,"Pleuronectiformes","Flatfishes","Small to medium flatfishes (<90 cm)","Flatfishes","Chile",Industrial,Landings,Unreported,bottom trawl,Fishmeal and fish oil,0.1088327922,0.6848732898111632
"Atlantic, Northwest",high_seas,1982,"Pleuronectiformes","Flatfishes","Small to medium flatfishes (<90 cm)","Flatfishes","Chile",Industrial,Landings,Unreported,bottom trawl,Other,0.1088327922,0.6848732898111632
"Atlantic, Northwest",high_seas,1982,"Pleuronectiformes","Flatfishes","Small to medium flatfishes (<90 cm)","Flatfishes","Cuba",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,3.0000000010,12.780741895260249
"Atlantic, Northwest",high_seas,1982,"Pleuronectiformes","Flatfishes","Small to medium flatfishes (<90 cm)","Flatfishes","Japan",Industrial,Landings,Reported,bottom trawl,Direct human consumption,24.1308374760,37022.01347243823
"Atlantic, Northwest",high_seas,1982,"Pleuronectiformes","Flatfishes","Small to medium flatfishes (<90 cm)","Flatfishes","Japan",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.0120774962,0.10191223303373852
"Atlantic, Northwest",high_seas,1982,"Pleuronectiformes","Flatfishes","Small to medium flatfishes (<90 cm)","Flatfishes","Japan",Industrial,Landings,Reported,bottom trawl,Other,0.0120774962,0.10191223303373852
"Atlantic, Northwest",high_seas,1982,"Pleuronectiformes","Flatfishes","Small to medium flatfishes (<90 cm)","Flatfishes","Korea (South)",Industrial,Landings,Reported,bottom trawl,Direct human consumption,1790.2079998502,1830550.337126773
"Atlantic, Northwest",high_seas,1982,"Pleuronectiformes","Flatfishes","Small to medium flatfishes (<90 cm)","Flatfishes","Korea (South)",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.8959999999,5.33310841862559
