"X","Y","region"
-80.8712191504429,24.2460912570064,"FLK"
-80.8717596663749,24.2457177667619,"FLK"
-80.872300519553,24.2453445274286,"FLK"
-80.8728417081779,24.2449715399054,"FLK"
-80.8733832340486,24.2445988032927,"FLK"
-80.8739250971649,24.244226317591,"FLK"
-80.9508626090216,24.191395559458,"FLK"
-80.9520498822956,24.1905821820227,"FLK"
-80.9532388552884,24.1897696949159,"FLK"
-80.9544295279999,24.1889580972389,"FLK"
-80.9556218995305,24.1881473898905,"FLK"
-80.95681597078,24.1873375728712,"FLK"
-80.9580117408487,24.1865286452814,"FLK"
-80.9592092097369,24.1857206089195,"FLK"
-80.9604083783436,24.1849134610879,"FLK"
-80.9616092448701,24.1841072044842,"FLK"
-80.9628118111157,24.1833018373107,"FLK"
-80.9727362723606,24.1766719155769,"FLK"
-80.9795060638534,24.1722164502294,"FLK"
-80.9795596796349,24.1721811662284,"FLK"
-80.9796132999133,24.172145884026,"FLK"
-80.9796669228897,24.172110603622,"FLK"
-80.9797205494633,24.172075325017,"FLK"
-80.9797741787349,24.1720400473108,"FLK"
-80.9798278125029,24.172004772303,"FLK"
-80.9798814480699,24.1719694981945,"FLK"
-80.9799350881335,24.1719342258843,"FLK"
-80.9799887308947,24.1718989553732,"FLK"
-80.9800423772535,24.1718636866601,"FLK"
-81.0275033086305,24.1406608521171,"FLK"
-81.0289073967584,24.1397400281805,"FLK"
-81.0303137358895,24.1388201161561,"FLK"
-81.0317223269236,24.1379011178429,"FLK"
-81.0331331689599,24.1369830323416,"FLK"
-81.034546262,24.1360658596521,"FLK"
-81.0359616051437,24.1351495997748,"FLK"
-81.0373792001895,24.1342342536086,"FLK"
-81.0387990453393,24.133319820254,"FLK"
-81.0402211414918,24.1324062997114,"FLK"
-81.0416454877486,24.1314936919808,"FLK"
-81.0581041423918,24.1209750729419,"FLK"
-81.0614994320525,24.1186911115062,"FLK"
-81.1111876828649,24.0741805571876,"FLK"
-81.1405321907076,24.0454626654701,"FLK"
-81.1614789416993,24,"FLK"
-81.6941540238886,24.6551628112152,"FLK"
-81.4526722427295,24.7321403024337,"FLK"
-81.0319155453655,24.7367799282516,"FLK"
-80.4976893664708,25.1023482084037,"FLK"
-80.2569788690791,25.3336272241178,"FLK"
-80.0961910481781,26.9470179076507,"FLK"
-80.3068257567029,27.4916857478993,"FLK"
-80.46,28,"FLK"
-80.46,28,"NCFL"
-80.8140329126884,28.8841592073823,"NCFL"
-81.2098677162218,29.6170935628183,"NCFL"
-81.5756814483395,30.3884700533508,"NCFL"
-81.4920799736115,30.4038093092529,"NCFL"
-81.683297753488,30.9545211791098,"NCFL"
-81.339172601534,31.2216035130923,"NCFL"
-81.4433676005338,31.336024523214,"NCFL"
-81.4765371085004,31.3394639489027,"NCFL"
-81.4850349428079,31.3625279665928,"NCFL"
-81.2211110593277,31.6816666129243,"NCFL"
-81.178500651983,31.8164062497494,"NCFL"
-81.0596679447195,31.9019738439181,"NCFL"
-80.8525465726659,32.1527599093429,"NCFL"
-80.7304376360875,32.1883790491547,"NCFL"
-80.8646668195175,32.2231241468623,"NCFL"
-80.7614656685056,32.3112864497105,"NCFL"
-80.6021399500984,32.4513113500394,"NCFL"
-80.4280642268822,32.496516704383,"NCFL"
-80.2328810690058,32.561031460834,"NCFL"
-80.1392016412423,32.6648700234337,"NCFL"
-80.6671440600498,32.6673536298669,"NCFL"
-79.9036132100811,32.694176912635,"NCFL"
-79.7485934492281,32.8653330803583,"NCFL"
-79.6288253067423,32.9447623492036,"NCFL"
-79.2231177089148,33.4245680572707,"NCFL"
-77.9450000524103,33.9386111498854,"NCFL"
-77.7707202433441,34.2660844323511,"NCFL"
-77.5732002259093,34.4139131304871,"NCFL"
-76.7185212375646,34.7362427710877,"NCFL"
-76.4389729501412,34.9255477190525,"NCFL"
-76.5788887734977,35,"NCFL"
-71.4457897888672,35.0058123717444,"NCFL"
-71.448665933186,34.9892968862427,"NCFL"
-71.4516411711025,34.972793138693,"NCFL"
-71.4547150259774,34.9563018485518,"NCFL"
-71.4578876902644,34.9398233422741,"NCFL"
-71.4611588752815,34.9233578653738,"NCFL"
-71.4629801391218,34.9144048221255,"NCFL"
-71.4650512912834,34.9043502370742,"NCFL"
-71.4685188495649,34.8879120653899,"NCFL"
